,recall@1,recall@2,recall@3,recall@4,recall@5,recall@6,recall@8,recall@10,recall@20,recall@50,recall@100
bert-base-german-cased-GermanDPR-XQA-HP-1neg-epoch1-part10,0.3249709639953435,0.43159117305457095,0.4912891986062517,0.5312427409988237,0.5558652729384334,0.5779326364692156,0.6134727061556332,0.6413472706155686,0.710801393728241,0.7895470383275586,0.8364692218351165
bert-base-german-cased-GermanDPR-XQA-HP-1neg-epoch2-part1,0.3307781649244953,0.4457607433217014,0.5031358885017222,0.5414634146341334,0.5723577235772285,0.5953542392566752,0.6274099883856009,0.6513356562137121,0.7205574912892184,0.7955865272938779,0.8478513356562568
bert-base-german-cased-GermanDPR-XQA-HP-1neg-epoch2-part2,0.32264808362368275,0.4336817653890656,0.49686411149823745,0.5365853658536447,0.562369337979085,0.5844367015098672,0.6153310104529622,0.6373983739837444,0.7096399535424104,0.7851335656214021,0.8367015098722826
bert-base-german-cased-GermanDPR-XQA-HP-1neg-epoch2-part3,0.31660859465736485,0.42973286875724237,0.4919860627177499,0.529849012775827,0.5565621370499317,0.5818815331010397,0.6134727061556332,0.636701509872246,0.7124274099884039,0.7897793263647247,0.8364692218351165
bert-base-german-cased-GermanDPR-XQA-HP-1neg-epoch2-part4,0.3238095238095131,0.4362369337978924,0.49686411149823745,0.5328687572589866,0.5651567944250785,0.584204413472701,0.6164924506387929,0.6469221835075557,0.716144018583062,0.7934959349593828,0.8399535423926084
bert-base-german-cased-GermanDPR-XQA-HP-1neg-epoch2-part5,0.31567944250870056,0.42137049941926374,0.48641114982576417,0.526364692218335,0.5528455284552737,0.5772357723577172,0.6127758420441348,0.6357723577235815,0.7110336817654072,0.7881533101045618,0.8387921022067778
bert-base-german-cased-GermanDPR-XQA-HP-1neg-epoch2-part6,0.31846689895469343,0.4243902439024227,0.48641114982576417,0.5200929152148496,0.5512195121951108,0.5730545876887269,0.6067363530778155,0.6308943089430928,0.707084785133583,0.7855981416957344,0.833681765389123
bert-base-german-cased-GermanDPR-XQA-HP-1neg-epoch2-part7,0.3186991869918595,0.4267131242740834,0.4845528455284356,0.5233449477351754,0.5574912891985963,0.5802555168408768,0.6127758420441348,0.6373983739837444,0.7105691056910749,0.7869918699187312,0.8348432055749536
bert-base-german-cased-GermanDPR-XQA-HP-1neg-epoch2-part8,0.32775842044133635,0.43832752613238707,0.4970963995354035,0.5347270615563157,0.5693379790940688,0.5921022067363494,0.6216027874564477,0.6469221835075557,0.7186991869918894,0.7944250871080473,0.8411149825784391
bert-base-german-cased-GermanDPR-XQA-HP-1neg-epoch2-part9,0.32520325203250955,0.434843205574896,0.4973286875725696,0.5356562137049802,0.566085946573743,0.5927990708478478,0.6234610917537767,0.6457607433217251,0.7184668989547233,0.7927990708478844,0.8420441347271036
bert-base-german-cased-GermanDPR-XQA-HP-1neg-epoch2-part10,0.3205574912891881,0.42113821138209767,0.48501742160276773,0.5212543554006802,0.5507549361207785,0.5763066202090527,0.6060394889663171,0.6290360046457638,0.7010452961672636,0.7804878048780796,0.828339140534302
